ID (id),Name (nm),Type (Base),Type (de),Type (es),Type (fr),Type (id),Type (it),Type (ja),Type (ko),Type (pt),Type (ru),Type (th),Type (vi),Type (zh-Hans),Type (zh-Hant),Spirit (Base),Spirit (de),Spirit (es),Spirit (fr),Spirit (id),Spirit (it),Spirit (ja),Spirit (ko),Spirit (pt),Spirit (ru),Spirit (th),Spirit (vi),Spirit (zh-Hans),Spirit (zh-Hant),Cost (cst),Currency (Base),Currency (de),Currency (es),Currency (fr),Currency (id),Currency (it),Currency (ja),Currency (ko),Currency (pt),Currency (ru),Currency (th),Currency (vi),Currency (zh-Hans),Currency (zh-Hant),Dependency ID (dep),Tree Tier (tt),Tree Order (to),Event (Base),Event (de),Event (es),Event (fr),Event (id),Event (it),Event (ja),Event (ko),Event (pt),Event (ru),Event (th),Event (vi),Event (zh-Hans),Event (zh-Hant),Acquisition (ta)
2951415066,heart_nerdy,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Tinkering Chimesmith,Glockenspielschmiedin,Forjadora de campanitas de viento,Carillonneuse bricoleuse,Pandai Besi Tukang Utak-atik,Fabbricante di scacciapensieri,工夫好きの風鈴職人,뚝딱뚝딱 대장장이,Forjadora de Sinos,Мастерица колокольных дел,ช่างระฆังยอดนักซ่อม,Thợ Sửa Chuông,乐钟修补匠,樂鐘修補匠,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,934837354,,,,,,,,,,,,,,,,,spirit_unlock
918059735,lootbox_rare_nerdy_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Tinkering Chimesmith,Glockenspielschmiedin,Forjadora de campanitas de viento,Carillonneuse bricoleuse,Pandai Besi Tukang Utak-atik,Fabbricante di scacciapensieri,工夫好きの風鈴職人,뚝딱뚝딱 대장장이,Forjadora de Sinos,Мастерица колокольных дел,ช่างระฆังยอดนักซ่อม,Thợ Sửa Chuông,乐钟修补匠,樂鐘修補匠,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,3863499575,,,,,,,,,,,,,,,,,spirit_unlock
1100765809,CharSkyKid_Horn_AP12SideFeather_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Tinkering Chimesmith,Glockenspielschmiedin,Forjadora de campanitas de viento,Carillonneuse bricoleuse,Pandai Besi Tukang Utak-atik,Fabbricante di scacciapensieri,工夫好きの風鈴職人,뚝딱뚝딱 대장장이,Forjadora de Sinos,Мастерица колокольных дел,ช่างระฆังยอดนักซ่อม,Thợ Sửa Chuông,乐钟修补匠,樂鐘修補匠,35,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,918059735,,,,,,,,,,,,,,,,,spirit_unlock
2657110838,CharSkyKid_Prop_AP12Kalimba_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Tinkering Chimesmith,Glockenspielschmiedin,Forjadora de campanitas de viento,Carillonneuse bricoleuse,Pandai Besi Tukang Utak-atik,Fabbricante di scacciapensieri,工夫好きの風鈴職人,뚝딱뚝딱 대장장이,Forjadora de Sinos,Мастерица колокольных дел,ช่างระฆังยอดนักซ่อม,Thợ Sửa Chuông,乐钟修补匠,樂鐘修補匠,75,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,918059735,,,,,,,,,,,,,,,,,spirit_unlock
1689650369,CharSkyKid_Body_AP12YellowTunic_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Tinkering Chimesmith,Glockenspielschmiedin,Forjadora de campanitas de viento,Carillonneuse bricoleuse,Pandai Besi Tukang Utak-atik,Fabbricante di scacciapensieri,工夫好きの風鈴職人,뚝딱뚝딱 대장장이,Forjadora de Sinos,Мастерица колокольных дел,ช่างระฆังยอดนักซ่อม,Thợ Sửa Chuông,乐钟修补匠,樂鐘修補匠,70,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,918059735,,,,,,,,,,,,,,,,,spirit_unlock
1102157606,emote_upgrade_babymanta_01,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,0,,,,,,,,,,,,,,,,,spirit_unlock
948718905,lootbox_rare_babymanta_01,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,1102157606,,,,,,,,,,,,,,,,,spirit_unlock
1097951337,CharSkyKid_Horn_AP12Dove_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,45,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,948718905,,,,,,,,,,,,,,,,,spirit_unlock
1897615860,tier_unlock_babymanta_01,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,2,Ascended Candle,Aufgestiegene Kerze,Vela elevada,Bougie élevée,Lilin Kenaikan,Candela di ascensione,星のキャンドル,하늘양초,Vela Ascendida,Вознесенная свеча,เทียนจุติ,Nến Thăng Hoa,升华蜡烛,昇華燭,948718905,,,,,,,,,,,,,,,,,spirit_unlock
1796929051,heart_babymanta,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,948718905,,,,,,,,,,,,,,,,,spirit_unlock
898386048,lootbox_rare_babymanta_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,1897615860,,,,,,,,,,,,,,,,,spirit_unlock
1677355248,CharSkyKid_Hair_AP12RuffledShort_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,50,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,898386048,,,,,,,,,,,,,,,,,spirit_unlock
4132414494,CharSkyKid_Wing_AP12BlueWing_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,70,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,898386048,,,,,,,,,,,,,,,,,spirit_unlock
3300338401,CharSkyKid_Body_AP12BlueTunic_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Light Whisperer,Lichtflüsterin,Susurradora de la luz,Chuchoteuse de lumières,Pembisik Cahaya,Domatrice della luce,光の語り部,빛의 소리꾼,Domadora de Luzes,Заклинательница света,ผู้กระซิบแห่งแสง,Người Luyện Ánh Sáng,光之低语者,光之低語者,65,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,898386048,,,,,,,,,,,,,,,,,spirit_unlock
2052323078,emote_upgrade_pointup_01,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,0,,,,,,,,,,,,,,,,,spirit_unlock
2035545459,emote_upgrade_pointup_02,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,4,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,2052323078,,,,,,,,,,,,,,,,,spirit_unlock
2976506049,lootbox_rare_pointup_01,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2052323078,,,,,,,,,,,,,,,,,spirit_unlock
3499444951,CharSkyKid_Horn_AP12DoubleFeather_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,45,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2976506049,,,,,,,,,,,,,,,,,spirit_unlock
1393552568,tier_unlock_pointup_01,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,2,Ascended Candle,Aufgestiegene Kerze,Vela elevada,Bougie élevée,Lilin Kenaikan,Candela di ascensione,星のキャンドル,하늘양초,Vela Ascendida,Вознесенная свеча,เทียนจุติ,Nến Thăng Hoa,升华蜡烛,昇華燭,2976506049,,,,,,,,,,,,,,,,,spirit_unlock
2734820679,heart_pointup,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2976506049,,,,,,,,,,,,,,,,,spirit_unlock
2018767840,emote_upgrade_pointup_03,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,3,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,1393552568,,,,,,,,,,,,,,,,,spirit_unlock
2136211173,emote_upgrade_pointup_04,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,6,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,2018767840,,,,,,,,,,,,,,,,,spirit_unlock
2926173192,lootbox_rare_pointup_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2018767840,,,,,,,,,,,,,,,,,spirit_unlock
3707517614,sheet24,Music Sheet,Notenblatt,Partitura,Partition,Partitur,Spartito,楽譜,악보,Partitura,Ноты,แผ่นโน้ตเพลง,Bản Nhạc,乐谱,樂譜,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,15,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2018767840,,,,,,,,,,,,,,,,,spirit_unlock
3121880340,CharSkyKid_Hair_AP12Goggles_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,55,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2926173192,,,,,,,,,,,,,,,,,spirit_unlock
3351362719,CharSkyKid_Wing_AP12TwoTone_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Lively Navigator,Lebhafter Navigator,Navegante vivaz,Navigateur dynamique,Navigator Hidup,Navigatore vivace,快活な誘導手,쾌활한 항해사,Navegante Vigoroso,Резвый штурман,ผู้นำทางร่าเริง,Người Chỉ Dẫn Tích Cực,活跃导航员,活力導航員,70,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2926173192,,,,,,,,,,,,,,,,,spirit_unlock
165325297,teleport_to_questap12,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,teleport_to,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,0,,9,,,,,,,,,,,,,,,spirit_unlock
798323220,ap06unlock_ap12_fetch_01,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,165325297,1,,,,,,,,,,,,,,,,spirit_unlock
3341450005,heart_ap06unlock_ap12_fetch_01,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,798323220,2,9,,,,,,,,,,,,,,,spirit_unlock
848656077,ap06unlock_ap12_fetch_02,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,798323220,2,,,,,,,,,,,,,,,,spirit_unlock
3291117148,heart_ap06unlock_ap12_fetch_02,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,848656077,2,9,,,,,,,,,,,,,,,spirit_unlock
3189469105,relationship_ability_ap06unlock_ap12_high_five,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,848656077,2,2,,,,,,,,,,,,,,,spirit_unlock
831878458,ap06unlock_ap12_fetch_03,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,3189469105,2,1,,,,,,,,,,,,,,,spirit_unlock
3307894767,heart_ap06unlock_ap12_fetch_03,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,831878458,3,9,,,,,,,,,,,,,,,spirit_unlock
747990363,ap06unlock_ap12_fetch_04,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,831878458,3,,,,,,,,,,,,,,,,spirit_unlock
3257561910,heart_ap06unlock_ap12_fetch_04,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,747990363,3,9,,,,,,,,,,,,,,,spirit_unlock
731212744,ap06unlock_ap12_fetch_05,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,ap06unlock,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,747990363,3,1,,,,,,,,,,,,,,,spirit_unlock
3274339529,heart_ap06unlock_ap12_fetch_05,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,731212744,3,9,,,,,,,,,,,,,,,spirit_unlock
2321569824,relationship_ability_ap06unlock_ap12_hug,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,relationship_ability,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,731212744,3,2,,,,,,,,,,,,,,,spirit_unlock
1032801203,CharSkyKid_Neck_AP12Pendant,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Flight Guide,Flughelfer,Guía de vuelo,Guide de vol,Pemandu Terbang,Guida di volo,羽ばたく案内人,비행의 안내자,Guia de Voo,Проводник полетов,ผู้แนะนำการบิน,Chỉ Dẫn Bay,飞行向导,飛行嚮導,0,Season Heart,Saisonherz,Corazón de temporada,Cœur de saison,Hati Musiman,Cuore stagionale,シーズンハート,시즌하트,Coração Sazonal,Сезонное сердце,หัวใจประจำฤดูกาล,Trái Tim Mùa,季节爱心,季節愛心,798323220,2,1,,,,,,,,,,,,,,,spirit_unlock
